0.0; [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]; [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1.0101010101010102; [-1.0002153140269903, 0.012572850649257819, 0.0029662183697568858, -0.015200519405638602, 0.012348998122880825, -0.067695774418525062, 0.00285896918822283, -8.1763620558969184e-05, -0.072545652737291688, 0.1160939997049778, 0.0078741136429210188, 0.0039370453367424925]; [-1.0103184990171619, 0.012699849140664465, 0.002996180171471602, -0.015354060005695558, 0.0124737354776574, -0.06837957011972229, 0.0028878476648715456, -8.258951571613049e-05, -0.07327843710837545, 0.11726666636866445, 0.007953650144364666, 0.0039768134714570635]
2.0202020202020203; [-1.0335528075417033, 0.095715288044598862, 0.0095741136517038857, -0.002127235814001067, 0.10974528802791542, 0.024889828219782743, 0.0058681591611758534, -0.0040042952496016073, -0.14633450933940462, 0.037040540493121103, -0.023056529035018501, -0.030695140853679994]; [-1.0439927348906093, 0.09668210913595843, 0.009670821870407964, -0.002148723044445522, 0.11085382629082363, 0.02514124062604317, 0.005927433496137224, -0.004044742676365259, -0.14781263569636827, 0.03741468736678899, -0.023289423267695453, -0.03100519278149494]
3.0303030303030303; [-1.0436279688413068, 0.08911220523247057, 0.002058856400200705, -0.010371335307913319, 0.082927864566885293, 0.030509215303340699, 0.0059649371947655544, -0.0043276547125332817, -0.056392232957219367, -0.063530352848762198, -0.023463768658126737, -0.031205220420654455]; [-1.0541696654962698, 0.09001232851764707, 0.0020796529294956623, -0.010476096270619517, 0.08376551976453062, 0.030817389195293643, 0.006025189085621774, -0.004371368396498265, -0.056961851471938774, -0.0641720735846083, -0.023700776422350245, -0.03152042466732774]
4.040404040404041; [-1.0385918092499387, 0.073307779453739369, -0.00081349793486286967, -0.011775424028779303, 0.057802265661664465, 0.055400182897156709, 0.0050372418600084295, -0.0040163834150532488, 0.049036971366823327, -0.22676348409266278, -0.014361183425494306, -0.015613716166276962]; [-1.049082635605999, 0.07404826207448423, -0.0008217150857200706, -0.011894367705837683, 0.058386126930974225, 0.055959780704198714, 0.005088123090917607, -0.004056952944498232, 0.049532294309922564, -0.22905402433602307, -0.014506245884337687, -0.015771430470986836]
5.050505050505051; [-0.99443782637339073, -0.026353062185904982, 0.0096470259367547589, -0.041259874578622652, 0.020658442495301917, 0.040414533902559002, 0.0027028529285932656, -0.0009291217205777885, 0.12017855504442329, -0.28676691171394925, -0.0071480627205603954, -0.0039661480181761612]; [-1.0044826529024142, -0.02661925473323734, 0.00974447064318662, -0.04167664098850771, 0.020867113631618084, 0.04082276151773634, 0.0027301544733265293, -0.0009385067884624121, 0.12139247984285173, -0.28966354718580717, -0.007220265374303425, -0.004006210119369857]
6.0606060606060606; [-0.9714526942271825, -0.079854695595218281, -8.8500223077039557e-05, -0.047468807282401396, 0.09650918262754736, -0.0054323800666328586, 0.0033003002650746943, 0.0043102007940089794, -0.032602498346334226, -0.14816506481883948, -0.019613258555462906, -0.017167574777366312]; [-0.981265347704225, -0.08066130868203869, -8.939416472428241e-05, -0.04794829018424385, 0.09748402285610847, -0.005487252592558445, 0.0033336366313885812, 0.004353738175766647, -0.03293181651144872, -0.14966168163519145, -0.019811372278245365, -0.01734098462360234]
7.070707070707071; [-0.97508137612420742, -0.078482468297538091, -0.00065545081447767749, -0.050584867293251581, 0.11091724215428152, -0.025242609834404146, 0.0039621755158788068, 0.004646080259341932, -0.15153639342093267, -0.043275818356622309, -0.013344686260250812, -0.0064227659861044286]; [-0.9849306829537452, -0.07927522050256375, -0.000662071529775432, -0.05109582554873898, 0.11203761833765813, -0.025497585691317326, 0.004002197490786674, 0.00469301036297165, -0.15306706406154819, -0.04371294783497204, -0.01347948107096042, -0.006487642410206496]
8.080808080808081; [-0.9926901529838269, 0.00060877722458863449, 0.014472135820339746, -0.030290498465033674, 0.087138374208088065, -0.087094809017392805, 0.00474902302152017, 6.8166364087339485e-05, 5.9955072377390888, 0.10540563713788419, -0.013761082240708423, -0.0057871702454581116]; [-1.00271732624629, 0.0006149264894834694, 0.014618319010444192, -0.03059646309599362, 0.08801855980614959, -0.08797455456302306, 0.0047969929510304765, 6.885491321953485e-05, 6.056067916908172, 0.10647034054331739, -0.013900083071422653, -0.005845626510563751]
9.090909090909092; [-0.99776641960802481, -0.019415382743937511, 0.0047817648328467533, -0.041238932067471215, 0.090708140180515887, -0.046880118238821725, 0.0047111957242224152, 0.00042785901597914834, -0.28442854080736246, 0.12528719788833886, -0.023213149906521683, -0.01867085162951811]; [-1.0078448682909344, -0.019611497721149007, 0.004830065487723995, -0.041655486936839625, 0.09162438402072315, -0.047353654786688626, 0.004758783559820623, 0.00043218082422136206, -0.2873015563710733, 0.12655272513973626, -0.023447626168203728, -0.018859446090422338]
